YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,WS10M,WD10M
2021,7,3,10,14.69,67.38,0.03,7.54,136.18
2021,7,3,11,15.21,65.25,0.03,7.52,134.71
2021,7,3,12,15.41,64.12,0.04,7.37,133.45
2021,7,3,13,15.37,63.94,0.05,7.18,132.18
2021,7,3,14,14.98,64.88,0.06,6.85,131.9
2021,7,3,15,14.34,67.06,0.07,6.38,132.02
2021,7,3,16,13.51,70.62,0.08,5.76,131.59
2021,7,3,17,12.2,79.94,0.08,4.64,130.9
2021,7,3,18,10.33,92.12,0.07,3.44,129.37
2021,7,3,19,9.58,94.25,0.05,3.19,130.72
2021,7,3,20,8.81,95.44,0.04,3.11,133.98
2021,7,3,21,8.19,95.62,0.02,3.11,136.43
2021,7,3,22,7.83,95.44,0.02,3.46,138.29
2021,7,3,23,7.58,95.62,0.02,3.62,140.78
2021,7,4,0,7.39,95.31,0.02,4.03,143.2
2021,7,4,1,7.07,94.62,0.02,4.17,145.3
2021,7,4,2,6.87,93.94,0.02,4.34,145.85
2021,7,4,3,6.76,93.62,0.02,4.5,145.4
2021,7,4,4,6.72,93.38,0.02,4.63,144.27
2021,7,4,5,6.63,93.12,0.02,4.67,143.44
2021,7,4,6,7.11,91.5,0.01,4.77,142.85
2021,7,4,7,8.99,85.69,0.0,6.06,139.86
2021,7,4,8,10.78,76.62,0.0,7.11,138.03
2021,7,4,9,12.27,70.25,0.0,7.18,137.16
2021,7,4,10,13.59,65.69,0.0,6.93,136.97
2021,7,4,11,14.62,62.06,0.0,6.81,136.72
2021,7,4,12,14.89,61.19,0.0,6.68,135.43
2021,7,4,13,14.89,60.5,0.01,6.5,134.27
2021,7,4,14,14.56,60.94,0.01,6.19,133.36
2021,7,4,15,13.92,62.19,0.01,5.84,132.89
2021,7,4,16,12.9,65.25,0.01,5.36,132.34
2021,7,4,17,11.33,75.25,0.01,4.28,132.26
2021,7,4,18,9.19,88.44,0.01,3.02,130.91
2021,7,4,19,8.61,87.5,0.01,3.21,133.62
2021,7,4,20,7.9,87.25,0.0,3.24,137.64
2021,7,4,21,7.33,87.44,0.0,3.28,140.32
2021,7,4,22,6.9,87.12,0.0,3.29,142.34
2021,7,4,23,6.57,86.25,0.0,3.55,142.6
2021,7,5,0,6.11,85.88,0.0,3.82,143.9
2021,7,5,1,5.63,84.69,0.0,4.04,144.93
2021,7,5,2,5.1,83.38,0.0,4.15,143.89
2021,7,5,3,4.94,81.19,0.0,4.48,142.01
2021,7,5,4,4.87,80.31,0.0,4.47,142.25
2021,7,5,5,4.78,80.31,0.0,4.37,141.96
2021,7,5,6,5.47,77.44,0.0,4.81,141.33
2021,7,5,7,7.9,69.25,0.0,6.11,140.34
2021,7,5,8,10.35,63.0,0.0,7.19,139.89
2021,7,5,9,12.33,58.88,0.0,7.57,140.44
2021,7,5,10,13.83,57.06,0.0,7.63,138.9
2021,7,5,11,14.79,56.88,0.0,7.43,136.41
2021,7,5,12,15.28,57.69,0.0,6.98,134.0
2021,7,5,13,15.24,59.31,0.01,6.38,132.12
2021,7,5,14,14.87,61.06,0.01,5.71,130.06
2021,7,5,15,14.26,63.0,0.01,5.1,127.91
2021,7,5,16,13.19,66.56,0.02,4.41,127.07
2021,7,5,17,11.56,76.19,0.03,3.43,129.09
2021,7,5,18,9.69,88.88,0.03,2.45,132.94
2021,7,5,19,8.94,90.5,0.02,2.33,136.36
2021,7,5,20,8.24,91.69,0.02,2.48,139.59
2021,7,5,21,7.65,92.12,0.02,2.83,142.06
2021,7,5,22,7.3,92.44,0.02,3.04,143.37
2021,7,5,23,7.26,92.69,0.01,3.2,143.94
2021,7,6,0,7.21,93.62,0.01,3.15,144.38
2021,7,6,1,7.05,94.19,0.01,3.15,145.01
2021,7,6,2,6.81,94.31,0.01,3.16,144.86
2021,7,6,3,6.59,94.19,0.01,3.21,144.41
2021,7,6,4,6.4,94.19,0.01,3.28,144.61
2021,7,6,5,6.26,94.12,0.01,3.38,144.59
2021,7,6,6,6.9,91.88,0.01,3.78,144.17
2021,7,6,7,9.19,83.44,0.02,5.15,142.4
2021,7,6,8,11.42,76.0,0.02,6.24,139.57
2021,7,6,9,13.15,71.31,0.02,6.68,136.75
2021,7,6,10,14.42,68.19,0.02,6.85,133.47
2021,7,6,11,15.38,65.81,0.02,6.87,130.3
2021,7,6,12,15.97,64.44,0.03,6.7,128.18
2021,7,6,13,16.24,64.06,0.03,6.26,126.73
2021,7,6,14,16.12,64.5,0.03,5.67,125.57
2021,7,6,15,15.48,66.38,0.03,4.99,123.84
2021,7,6,16,14.52,69.94,0.02,4.29,123.78
2021,7,6,17,13.05,78.69,0.02,3.38,126.74
2021,7,6,18,11.19,89.94,0.01,2.1,128.06
2021,7,6,19,10.26,93.69,0.01,1.63,128.79
2021,7,6,20,9.4,96.19,0.01,1.63,130.72
2021,7,6,21,8.76,95.94,0.01,1.82,133.78
2021,7,6,22,8.33,94.44,0.0,2.11,136.5
2021,7,6,23,8.07,93.06,0.0,2.4,138.43
2021,7,7,0,7.88,92.69,0.0,2.52,138.9
2021,7,7,1,7.76,92.81,0.0,2.5,138.04
2021,7,7,2,7.65,93.69,0.0,2.46,136.16
2021,7,7,3,7.58,94.38,0.0,2.44,134.35
2021,7,7,4,7.55,94.94,0.01,2.47,133.85
2021,7,7,5,7.52,95.56,0.01,2.53,133.87
2021,7,7,6,8.39,93.94,0.01,2.81,134.1
2021,7,7,7,11.01,83.75,0.0,4.29,131.61
2021,7,7,8,13.04,75.38,0.0,5.59,126.47
2021,7,7,9,14.68,70.12,0.0,5.97,124.17
2021,7,7,10,16.0,66.5,0.0,5.91,122.74
2021,7,7,11,16.97,64.12,0.0,5.58,120.62
2021,7,7,12,17.53,62.69,0.0,5.17,117.96
2021,7,7,13,17.7,62.25,0.0,4.77,115.52
2021,7,7,14,17.44,63.06,0.0,4.29,113.72
2021,7,7,15,16.76,65.56,0.0,3.77,113.32
2021,7,7,16,15.63,70.5,0.0,3.26,113.61
2021,7,7,17,14.0,80.19,0.0,2.66,118.22
2021,7,7,18,12.11,92.62,0.0,1.61,124.92
2021,7,7,19,11.33,96.06,0.0,1.63,131.88
2021,7,7,20,10.69,97.81,0.0,1.9,134.33
2021,7,7,21,10.12,98.25,0.0,2.06,135.31
2021,7,7,22,9.58,98.75,0.0,1.98,135.0
2021,7,7,23,9.14,98.5,0.0,2.04,134.53
2021,7,8,0,8.89,97.06,0.0,2.25,135.0
2021,7,8,1,8.81,94.56,0.0,2.83,136.23
2021,7,8,2,8.69,94.5,0.0,3.04,136.25
2021,7,8,3,8.51,94.62,0.0,3.08,136.34
2021,7,8,4,8.41,94.88,0.0,3.31,134.62
2021,7,8,5,8.35,95.38,0.0,3.52,134.19
2021,7,8,6,9.07,93.5,0.0,3.73,134.83
2021,7,8,7,11.46,83.06,0.09,4.94,130.19
2021,7,8,8,13.36,76.69,0.11,6.23,122.23
2021,7,8,9,14.76,72.31,0.14,6.83,118.79
2021,7,8,10,15.83,68.88,0.15,6.9,118.05
2021,7,8,11,16.52,66.44,0.16,6.63,117.29
2021,7,8,12,17.15,64.44,0.16,6.19,114.69
2021,7,8,13,17.33,63.81,0.18,5.5,110.47
2021,7,8,14,17.11,64.88,0.19,4.75,107.33
2021,7,8,15,16.41,67.81,0.17,4.01,107.94
2021,7,8,16,15.38,72.75,0.14,3.43,112.36
2021,7,8,17,13.83,82.06,0.13,2.82,118.48
2021,7,8,18,12.01,93.25,0.11,1.68,124.95
2021,7,8,19,11.27,95.38,0.06,1.58,134.2
2021,7,8,20,10.4,96.94,0.04,1.72,136.84
2021,7,8,21,9.78,96.88,0.03,1.76,138.96
2021,7,8,22,9.45,95.19,0.04,1.89,136.01
2021,7,8,23,9.25,93.44,0.04,2.33,133.37
2021,7,9,0,8.94,93.62,0.05,2.46,134.23
2021,7,9,1,8.63,94.06,0.05,2.42,135.0
2021,7,9,2,8.42,94.19,0.06,2.32,135.55
2021,7,9,3,8.3,94.06,0.06,2.4,134.87
2021,7,9,4,8.24,93.81,0.06,2.42,134.74
2021,7,9,5,8.15,93.69,0.05,2.47,134.62
2021,7,9,6,8.87,93.12,0.05,2.88,134.89
2021,7,9,7,11.03,87.56,0.02,4.43,134.0
2021,7,9,8,12.74,80.81,0.02,5.85,133.0
2021,7,9,9,14.4,71.19,0.04,6.42,133.23
2021,7,9,10,15.68,66.81,0.06,6.3,131.83
2021,7,9,11,16.37,65.12,0.07,6.07,130.46
2021,7,9,12,16.95,63.88,0.07,5.83,128.31
2021,7,9,13,17.08,64.06,0.07,5.58,124.96
2021,7,9,14,16.7,65.88,0.1,5.12,121.89
2021,7,9,15,15.97,69.0,0.12,4.36,119.78
2021,7,9,16,14.9,73.88,0.12,3.56,120.79
2021,7,9,17,13.51,82.31,0.1,2.65,125.66
2021,7,9,18,11.99,92.0,0.08,1.66,130.81
2021,7,9,19,11.31,96.06,0.06,2.02,133.59
2021,7,9,20,10.88,97.12,0.04,2.57,134.26
2021,7,9,21,10.54,97.06,0.03,3.01,135.42
2021,7,9,22,10.17,96.81,0.03,3.33,139.18
2021,7,9,23,9.75,96.56,0.04,3.45,143.47
2021,7,10,0,9.44,96.25,0.05,3.34,146.05
2021,7,10,1,9.19,95.94,0.06,3.2,148.48
2021,7,10,2,8.98,95.56,0.07,3.13,149.09
2021,7,10,3,8.87,95.25,0.08,3.19,148.41
2021,7,10,4,8.62,94.94,0.09,3.38,147.08
2021,7,10,5,8.46,94.88,0.1,3.59,144.82
2021,7,10,6,9.01,94.44,0.1,3.93,143.24
2021,7,10,7,10.82,88.69,0.01,5.23,139.84
2021,7,10,8,12.19,80.69,0.01,5.97,134.47
2021,7,10,9,13.43,73.31,0.01,6.15,128.66
2021,7,10,10,14.33,68.69,0.01,6.38,124.68
2021,7,10,11,14.73,66.12,0.01,6.8,123.95
2021,7,10,12,14.72,65.12,0.01,7.16,125.72
2021,7,10,13,14.69,64.56,0.01,7.25,127.17
2021,7,10,14,14.59,64.88,0.01,6.93,127.17
2021,7,10,15,14.29,66.38,0.01,6.01,125.05
2021,7,10,16,13.63,69.31,0.01,4.81,122.27
2021,7,10,17,12.38,77.44,0.01,3.49,121.45
2021,7,10,18,10.67,90.38,0.01,2.15,121.96
2021,7,10,19,10.0,93.62,0.01,1.78,123.2
2021,7,10,20,9.35,96.44,0.0,1.81,125.34
2021,7,10,21,8.83,97.25,0.0,1.97,126.78
2021,7,10,22,8.62,95.88,0.0,2.38,125.1
2021,7,10,23,8.51,94.44,0.0,2.98,123.44
2021,7,11,0,8.35,94.62,0.01,3.14,123.93
2021,7,11,1,8.21,95.31,0.01,2.98,125.73
2021,7,11,2,8.07,95.62,0.01,2.86,126.12
2021,7,11,3,8.13,95.38,0.01,3.13,123.81
2021,7,11,4,8.11,95.38,0.01,2.95,123.98
2021,7,11,5,8.08,95.56,0.0,2.94,125.93
2021,7,11,6,8.82,94.38,0.0,3.15,127.84
2021,7,11,7,11.23,83.94,0.0,4.47,125.55
2021,7,11,8,13.12,73.88,0.0,5.83,121.31
2021,7,11,9,14.69,67.88,0.0,6.43,118.74
2021,7,11,10,15.79,64.88,0.0,6.77,117.42
2021,7,11,11,16.48,63.31,0.0,7.0,116.94
2021,7,11,12,16.65,62.75,0.0,7.17,116.82
2021,7,11,13,16.46,63.0,0.0,7.09,117.13
2021,7,11,14,16.13,63.56,0.0,6.61,116.44
2021,7,11,15,15.51,65.38,0.0,5.86,115.51
2021,7,11,16,14.51,69.0,0.0,5.09,116.45
2021,7,11,17,13.03,78.25,0.0,4.07,120.79
2021,7,11,18,11.22,91.94,0.0,2.79,125.87
2021,7,11,19,10.58,94.81,0.0,2.7,129.25
2021,7,11,20,10.12,96.56,0.0,2.73,128.25
2021,7,11,21,9.84,97.38,0.0,2.78,126.77
2021,7,11,22,9.61,97.44,0.0,2.84,125.26
2021,7,11,23,9.35,97.19,0.0,2.77,123.96
2021,7,12,0,8.98,97.38,0.0,2.57,125.09
2021,7,12,1,8.58,98.31,0.0,2.45,127.35
2021,7,12,2,8.21,99.12,0.0,2.4,129.97
2021,7,12,3,8.0,98.94,0.0,2.54,133.01
2021,7,12,4,7.9,98.06,0.0,2.8,133.76
2021,7,12,5,7.95,97.25,0.0,3.19,131.62
2021,7,12,6,8.74,94.88,0.0,3.46,130.7
2021,7,12,7,11.27,82.5,0.0,4.77,129.35
2021,7,12,8,13.28,74.06,0.0,6.29,129.2
2021,7,12,9,14.64,69.44,0.0,7.21,129.77
2021,7,12,10,15.5,66.94,0.0,7.56,130.18
2021,7,12,11,15.85,65.88,0.0,7.41,129.48
2021,7,12,12,15.94,65.5,0.0,6.96,127.71
2021,7,12,13,15.75,65.81,0.0,6.45,126.13
2021,7,12,14,15.4,66.62,0.0,5.96,125.23
2021,7,12,15,15.03,67.88,0.0,5.63,124.88
2021,7,12,16,14.15,71.38,0.0,5.2,126.08
2021,7,12,17,12.83,79.75,0.0,4.26,129.27
2021,7,12,18,11.4,93.12,0.0,3.23,133.23
2021,7,12,19,10.92,95.25,0.0,3.11,135.92
2021,7,12,20,10.56,95.44,0.0,3.07,134.18
2021,7,12,21,10.26,95.19,0.0,3.03,132.17
2021,7,12,22,9.76,95.06,0.0,3.08,129.02
2021,7,12,23,9.31,95.81,0.0,3.02,127.64
2021,7,13,0,8.98,96.19,0.0,3.03,130.6
2021,7,13,1,8.71,96.12,0.0,3.04,134.06
2021,7,13,2,8.58,95.5,0.0,3.03,136.67
2021,7,13,3,8.55,94.5,0.0,2.94,137.37
2021,7,13,4,8.69,93.81,0.0,2.88,133.79
2021,7,13,5,8.73,93.88,0.0,2.94,129.94
2021,7,13,6,9.27,93.06,0.0,3.15,127.04
2021,7,13,7,11.58,81.5,0.0,4.85,124.18
2021,7,13,8,13.23,73.38,0.0,6.48,121.64
2021,7,13,9,14.5,68.56,0.0,7.05,120.66
2021,7,13,10,15.45,65.62,0.01,7.1,120.86
2021,7,13,11,16.15,63.56,0.01,6.82,120.98
2021,7,13,12,16.6,62.62,0.01,6.39,121.86
2021,7,13,13,16.91,62.06,0.01,6.01,122.47
2021,7,13,14,16.85,62.69,0.01,5.64,121.75
2021,7,13,15,16.38,64.5,0.01,5.13,120.28
2021,7,13,16,15.41,68.5,0.01,4.46,119.17
2021,7,13,17,13.94,77.62,0.01,3.38,120.83
2021,7,13,18,12.23,90.62,0.0,2.08,121.66
2021,7,13,19,11.53,94.5,0.0,2.02,119.44
2021,7,13,20,10.93,96.69,0.0,2.22,119.0
2021,7,13,21,10.42,97.5,0.0,2.38,119.0
2021,7,13,22,9.88,98.12,0.0,2.21,119.92
2021,7,13,23,9.44,97.25,0.0,2.24,122.03
2021,7,14,0,8.94,96.75,0.0,2.3,125.58
2021,7,14,1,8.56,96.31,0.0,2.37,128.84
2021,7,14,2,8.33,95.62,0.0,2.48,130.01
2021,7,14,3,8.21,94.75,0.0,2.69,129.1
2021,7,14,4,8.18,94.38,0.0,2.91,127.79
2021,7,14,5,8.2,94.44,0.0,3.11,127.56
2021,7,14,6,8.98,92.38,0.0,3.43,127.97
2021,7,14,7,11.52,81.06,0.0,5.02,124.09
2021,7,14,8,13.5,72.94,0.0,6.48,119.38
2021,7,14,9,15.07,68.12,0.0,6.87,118.95
2021,7,14,10,16.26,65.25,0.0,6.78,119.02
2021,7,14,11,17.06,63.25,0.0,6.53,118.19
2021,7,14,12,17.31,62.81,0.0,6.11,117.15
2021,7,14,13,17.3,63.0,0.0,5.61,114.96
2021,7,14,14,16.89,64.19,0.0,5.0,111.83
2021,7,14,15,16.33,66.69,0.0,4.41,109.24
2021,7,14,16,15.41,70.88,0.0,3.96,108.29
2021,7,14,17,13.99,79.5,0.0,3.18,110.7
2021,7,14,18,12.21,93.12,0.0,1.8,114.67
2021,7,14,19,11.46,97.06,0.0,1.77,118.49
2021,7,14,20,10.87,99.12,0.0,1.95,121.08
2021,7,14,21,10.44,99.88,0.0,1.99,122.32
2021,7,14,22,10.12,99.69,0.0,1.95,123.24
2021,7,14,23,9.9,99.19,0.0,1.97,124.32
2021,7,15,0,9.71,98.19,0.0,2.11,126.57
2021,7,15,1,9.51,97.06,0.0,2.26,128.97
2021,7,15,2,9.32,96.25,0.0,2.35,129.46
2021,7,15,3,9.15,96.19,0.0,2.31,127.02
2021,7,15,4,8.98,96.0,0.0,2.31,124.66
2021,7,15,5,8.68,96.69,0.0,2.23,122.69
2021,7,15,6,9.38,94.31,0.0,2.43,123.08
2021,7,15,7,12.23,81.19,0.0,3.98,120.85
2021,7,15,8,14.49,70.94,0.0,5.29,115.66
2021,7,15,9,16.12,65.94,0.0,5.74,113.15
2021,7,15,10,17.19,63.38,0.0,5.77,111.6
2021,7,15,11,17.93,61.56,0.0,5.62,109.39
2021,7,15,12,18.26,60.94,0.01,5.38,106.88
2021,7,15,13,18.18,61.62,0.01,5.07,104.81
2021,7,15,14,17.76,63.56,0.01,4.73,103.37
2021,7,15,15,16.82,67.75,0.01,4.32,103.48
2021,7,15,16,15.61,74.0,0.01,3.72,105.58
2021,7,15,17,14.32,82.5,0.01,3.08,110.78
2021,7,15,18,12.74,94.88,0.01,1.91,116.46
2021,7,15,19,12.2,96.81,0.01,2.08,120.23
2021,7,15,20,11.81,97.0,0.01,2.41,124.72
2021,7,15,21,11.52,96.62,0.0,2.5,129.16
2021,7,15,22,11.16,96.44,0.0,2.44,132.15
2021,7,15,23,10.79,95.94,0.0,2.6,137.07
2021,7,16,0,10.46,95.12,0.0,2.81,140.74
2021,7,16,1,10.14,94.31,0.0,2.92,141.2
2021,7,16,2,9.84,94.25,0.0,2.85,140.11
2021,7,16,3,9.58,94.81,0.0,2.66,138.81
2021,7,16,4,9.39,95.12,0.0,2.34,135.81
2021,7,16,5,9.16,95.38,0.0,2.05,131.45
2021,7,16,6,9.62,94.12,0.0,2.21,128.12
2021,7,16,7,11.62,83.06,0.0,3.79,116.67
2021,7,16,8,13.54,73.19,0.01,5.28,110.07
2021,7,16,9,15.07,68.25,0.01,6.13,111.39
2021,7,16,10,15.96,65.88,0.02,6.52,111.8
2021,7,16,11,16.1,65.62,0.03,6.46,110.32
2021,7,16,12,15.94,66.06,0.03,6.01,108.58
2021,7,16,13,15.93,66.25,0.03,5.31,105.98
2021,7,16,14,15.86,67.06,0.03,4.22,101.41
2021,7,16,15,15.56,69.25,0.02,3.17,96.22
2021,7,16,16,14.82,74.19,0.02,2.42,92.78
2021,7,16,17,13.7,83.12,0.02,1.79,100.04
2021,7,16,18,11.88,95.25,0.02,1.08,105.15
2021,7,16,19,11.14,97.94,0.02,1.32,115.51
2021,7,16,20,10.63,98.12,0.01,1.6,121.83
2021,7,16,21,10.16,97.62,0.01,1.73,126.2
2021,7,16,22,9.78,96.94,0.01,1.71,131.11
2021,7,16,23,9.58,95.62,0.01,1.76,133.03
2021,7,17,0,9.44,94.88,0.01,1.83,133.62
2021,7,17,1,9.36,94.31,0.01,1.83,133.27
2021,7,17,2,9.25,94.31,0.01,1.74,131.19
2021,7,17,3,9.2,94.88,0.01,1.75,124.61
2021,7,17,4,9.17,95.12,0.01,1.72,116.21
2021,7,17,5,9.12,95.94,0.01,1.74,111.04
2021,7,17,6,9.8,96.0,0.01,2.04,107.39
2021,7,17,7,12.33,87.19,0.04,3.26,105.83
2021,7,17,8,14.28,79.44,0.05,4.82,98.87
2021,7,17,9,15.86,72.5,0.06,5.67,97.76
2021,7,17,10,16.99,67.69,0.07,6.2,97.82
2021,7,17,11,17.51,65.81,0.08,6.4,98.57
2021,7,17,12,17.54,66.62,0.12,6.23,99.96
2021,7,17,13,17.69,66.69,0.14,5.85,100.0
2021,7,17,14,17.25,68.94,0.18,5.24,100.14
2021,7,17,15,16.49,73.19,0.17,4.63,101.97
2021,7,17,16,15.6,78.44,0.14,3.97,105.4
2021,7,17,17,14.38,86.31,0.11,3.02,113.32
2021,7,17,18,12.94,94.44,0.1,2.02,123.51
2021,7,17,19,12.19,96.31,0.08,2.28,129.03
2021,7,17,20,11.58,97.06,0.07,2.54,132.88
2021,7,17,21,11.01,97.5,0.06,2.69,134.65
2021,7,17,22,10.54,97.62,0.04,3.04,133.96
2021,7,17,23,10.26,97.44,0.04,3.35,133.4
2021,7,18,0,10.12,97.12,0.04,3.61,132.54
2021,7,18,1,10.03,96.81,0.04,3.74,132.04
2021,7,18,2,9.98,96.69,0.04,3.81,131.76
2021,7,18,3,9.9,96.56,0.03,3.76,130.28
2021,7,18,4,9.79,96.94,0.03,3.97,125.94
2021,7,18,5,9.69,97.31,0.04,4.04,121.72
2021,7,18,6,10.12,97.38,0.05,4.07,117.65
2021,7,18,7,11.94,93.0,0.06,5.07,110.36
2021,7,18,8,13.43,85.94,0.07,6.66,107.27
2021,7,18,9,14.83,75.75,0.09,7.85,106.47
2021,7,18,10,15.71,69.62,0.11,8.37,107.05
2021,7,18,11,16.19,67.06,0.12,8.42,107.38
2021,7,18,12,16.48,66.62,0.17,8.3,106.01
2021,7,18,13,16.6,67.81,0.2,8.13,103.68
2021,7,18,14,16.65,69.62,0.26,7.71,101.81
2021,7,18,15,16.54,71.75,0.33,7.11,101.93
2021,7,18,16,15.73,77.31,0.35,6.04,102.62
2021,7,18,17,14.4,86.56,0.33,4.47,104.89
2021,7,18,18,12.98,96.25,0.25,3.33,112.6
2021,7,18,19,12.05,97.44,0.17,3.61,117.29
2021,7,18,20,11.34,98.06,0.13,3.78,119.48
2021,7,18,21,10.8,98.19,0.1,3.94,122.27
2021,7,18,22,10.43,97.88,0.1,3.99,123.75
2021,7,18,23,10.18,97.38,0.1,4.06,124.58
2021,7,19,0,10.08,97.0,0.12,4.14,123.93
2021,7,19,1,10.08,96.81,0.14,4.42,122.23
2021,7,19,2,10.1,96.5,0.16,4.81,119.94
2021,7,19,3,10.08,96.06,0.17,5.38,117.98
2021,7,19,4,9.97,95.75,0.15,5.97,118.01
2021,7,19,5,9.89,95.56,0.14,6.43,119.71
2021,7,19,6,10.15,94.44,0.15,7.15,121.55
2021,7,19,7,11.58,89.38,0.11,9.08,122.82
2021,7,19,8,13.05,80.25,0.12,10.76,123.66
2021,7,19,9,13.87,73.81,0.13,11.51,123.68
2021,7,19,10,14.48,71.06,0.13,11.38,124.31
2021,7,19,11,15.01,69.25,0.13,10.85,126.28
2021,7,19,12,15.5,68.31,0.12,10.34,126.92
2021,7,19,13,15.76,68.06,0.12,9.82,126.3
2021,7,19,14,15.8,68.12,0.11,9.23,124.9
2021,7,19,15,15.27,69.69,0.12,8.25,123.33
2021,7,19,16,14.3,72.75,0.09,7.03,121.13
2021,7,19,17,12.8,80.56,0.12,5.11,120.09
2021,7,19,18,11.01,91.94,0.14,3.7,120.84
2021,7,19,19,10.39,92.88,0.12,3.44,121.52
2021,7,19,20,9.98,93.5,0.09,3.42,123.14
2021,7,19,21,9.69,93.88,0.05,3.55,124.88
2021,7,19,22,9.51,94.25,0.05,3.77,125.37
2021,7,19,23,9.44,94.25,0.04,4.01,125.89
2021,7,20,0,9.38,94.12,0.03,4.23,125.92
2021,7,20,1,9.31,94.06,0.03,4.35,125.57
2021,7,20,2,9.23,94.19,0.03,4.41,124.98
2021,7,20,3,9.15,94.19,0.03,4.49,124.08
2021,7,20,4,9.07,94.19,0.04,4.64,123.88
2021,7,20,5,8.83,94.31,0.04,4.57,125.4
2021,7,20,6,9.15,93.5,0.05,4.67,127.18
2021,7,20,7,10.85,87.31,0.0,5.75,128.16
2021,7,20,8,12.44,79.25,0.0,7.31,127.7
2021,7,20,9,13.86,72.69,0.0,7.87,126.15
2021,7,20,10,14.96,68.38,0.0,7.78,124.65
2021,7,20,11,15.72,65.56,0.0,7.39,124.83
2021,7,20,12,16.19,64.31,0.01,7.02,125.17
2021,7,20,13,16.54,63.56,0.01,6.74,124.61
2021,7,20,14,16.59,63.69,0.0,6.35,123.51
2021,7,20,15,16.26,64.81,0.0,5.85,122.57
2021,7,20,16,15.32,68.19,0.0,5.13,121.41
2021,7,20,17,13.81,77.25,0.0,4.21,123.28
2021,7,20,18,12.02,90.06,0.0,3.15,125.11
2021,7,20,19,11.21,93.88,0.0,3.38,127.21
2021,7,20,20,10.55,95.94,0.0,3.6,127.07
2021,7,20,21,10.09,96.38,0.0,3.84,127.64
2021,7,20,22,9.79,96.12,0.0,3.95,130.02
2021,7,20,23,9.55,96.25,0.0,3.99,133.01
2021,7,21,0,9.4,96.19,0.0,4.05,135.0
2021,7,21,1,9.28,96.06,0.0,4.04,136.1
2021,7,21,2,9.28,96.06,0.0,4.21,136.58
2021,7,21,3,9.33,96.19,0.0,4.48,136.56
2021,7,21,4,9.36,96.5,0.0,4.9,135.84
2021,7,21,5,9.32,97.38,0.0,5.29,134.82
2021,7,21,6,9.97,95.44,0.0,5.53,134.48
2021,7,21,7,12.28,84.5,0.0,7.05,132.17
2021,7,21,8,14.03,75.25,0.0,8.59,130.69
2021,7,21,9,15.08,69.56,0.0,8.8,130.39
2021,7,21,10,15.69,66.94,0.0,8.51,131.46
2021,7,21,11,16.07,65.69,0.0,8.11,133.6
2021,7,21,12,16.33,65.0,0.0,7.93,135.52
2021,7,21,13,16.37,64.81,0.0,7.81,136.5
2021,7,21,14,16.26,65.31,0.0,7.5,136.01
2021,7,21,15,15.85,66.75,0.0,7.23,134.74
2021,7,21,16,15.05,69.88,0.0,6.83,132.26
2021,7,21,17,13.64,78.88,0.0,5.74,132.07
2021,7,21,18,11.7,92.62,0.0,4.63,132.27
2021,7,21,19,11.06,94.06,0.0,4.73,133.19
2021,7,21,20,10.55,94.06,0.0,4.89,134.68
2021,7,21,21,10.2,94.0,0.0,5.13,136.48
2021,7,21,22,9.99,94.31,0.0,5.3,138.7
2021,7,21,23,9.81,94.5,0.0,5.4,140.23
2021,7,22,0,9.6,94.12,0.0,5.47,141.97
2021,7,22,1,9.3,93.5,0.0,5.4,142.77
2021,7,22,2,9.04,93.12,0.0,5.26,143.27
2021,7,22,3,8.9,92.56,0.0,5.25,143.47
2021,7,22,4,8.88,92.25,0.0,5.35,143.31
2021,7,22,5,8.98,92.06,0.0,5.57,143.21
2021,7,22,6,9.62,89.62,0.0,6.03,143.75
2021,7,22,7,11.64,80.44,0.0,7.6,143.32
2021,7,22,8,13.12,74.44,0.0,9.19,141.45
2021,7,22,9,14.06,70.38,0.0,9.76,138.67
2021,7,22,10,14.8,67.88,0.0,9.51,137.56
2021,7,22,11,15.46,66.12,0.0,9.1,137.12
2021,7,22,12,15.85,65.44,0.0,8.78,136.73
2021,7,22,13,16.0,65.19,0.0,8.49,136.27
2021,7,22,14,15.75,66.19,0.0,8.1,136.52
2021,7,22,15,15.18,68.06,0.0,7.66,137.07
2021,7,22,16,14.42,70.88,0.0,6.81,137.84
2021,7,22,17,13.26,79.25,0.0,5.33,138.69
2021,7,22,18,11.47,92.06,0.01,4.16,136.75
2021,7,22,19,10.66,94.31,0.01,4.09,138.18
2021,7,22,20,10.0,95.38,0.0,4.31,139.26
2021,7,22,21,9.58,95.31,0.0,4.41,139.88
2021,7,22,22,9.31,95.25,0.0,4.31,140.74
2021,7,22,23,9.08,95.06,0.0,4.21,142.54
2021,7,23,0,8.84,95.06,0.0,3.99,144.72
2021,7,23,1,8.63,95.06,0.0,3.89,145.89
2021,7,23,2,8.47,94.94,0.0,3.77,144.7
2021,7,23,3,8.31,95.31,0.0,3.87,143.87
2021,7,23,4,8.15,95.69,0.0,4.23,143.19
2021,7,23,5,8.11,95.5,0.0,4.77,143.52
2021,7,23,6,8.82,92.56,0.0,5.37,144.95
2021,7,23,7,10.73,82.5,0.0,7.22,144.42
2021,7,23,8,12.16,74.31,0.0,8.86,144.91
2021,7,23,9,13.14,69.81,0.0,9.19,144.13
2021,7,23,10,13.9,67.12,0.0,8.74,142.96
